Date	Open	High	Low	Close*	Adj Close**	Volume
Mar 17, 2023	419.00	423.45	414.55	419.00	419.00	8,658,701
Mar 16, 2023	413.30	418.50	405.00	415.70	415.70	11,854,885
Mar 15, 2023	422.00	425.00	410.10	411.35	411.35	7,681,009
Mar 14, 2023	422.85	424.20	413.40	416.65	416.65	9,189,043
Mar 13, 2023	436.10	437.00	419.10	422.40	422.40	8,780,169
Mar 10, 2023	433.00	437.80	430.80	435.85	435.85	10,417,015
Mar 09, 2023	439.10	442.05	431.30	432.20	432.20	5,696,737
Mar 08, 2023	439.00	441.25	436.10	439.30	439.30	7,850,052
Mar 06, 2023	430.95	441.45	430.00	440.10	440.10	11,307,064
Mar 03, 2023	422.60	430.50	421.95	428.00	428.00	8,027,522
Mar 02, 2023	426.00	426.25	419.55	420.45	420.45	5,661,103
Mar 01, 2023	421.50	428.00	421.50	426.00	426.00	7,595,114
Feb 28, 2023	419.00	424.80	419.00	420.70	420.70	9,652,088
Feb 27, 2023	427.75	428.05	413.05	417.95	417.95	10,438,928
Feb 24, 2023	435.40	436.70	427.00	427.75	427.75	7,895,024
Feb 23, 2023	428.65	436.45	427.20	433.20	433.20	9,278,920
Feb 22, 2023	435.30	435.85	428.25	429.45	429.45	7,209,130
Feb 21, 2023	445.20	445.20	435.25	436.50	436.50	8,957,930
Feb 20, 2023	441.80	445.30	436.25	443.00	443.00	9,717,197
Feb 17, 2023	436.00	442.45	436.00	439.90	439.90	6,955,445
Feb 16, 2023	445.00	448.25	440.50	441.60	441.60	7,670,688
Feb 15, 2023	438.50	444.90	438.15	444.15	444.15	9,857,016
Feb 14, 2023	442.00	444.30	434.40	440.55	440.55	8,565,559
Feb 13, 2023	445.50	446.90	438.90	441.05	441.05	8,333,767
Feb 10, 2023	437.95	447.80	431.20	445.85	445.85	14,798,390
Feb 09, 2023	440.00	440.70	433.55	436.75	436.75	7,349,418
Feb 08, 2023	435.45	441.00	431.55	440.10	440.10	8,668,267
Feb 07, 2023	441.70	443.40	432.90	435.45	435.45	9,023,645
Feb 06, 2023	444.45	447.00	439.55	442.00	442.00	6,795,084
Feb 03, 2023	447.00	450.80	442.35	445.45	445.45	13,067,403
Feb 02, 2023	446.75	449.20	440.70	444.80	444.80	11,344,554
Feb 01, 2023	456.80	461.50	437.65	446.65	446.65	23,798,589
Jan 31, 2023	443.70	454.80	440.90	452.10	452.10	25,154,475
Jan 30, 2023	445.60	450.00	437.65	443.65	443.65	18,316,743
Jan 27, 2023	438.00	453.40	435.15	445.60	445.60	63,360,467
Jan 25, 2023	423.75	427.25	417.70	419.05	419.05	22,975,581
Jan 24, 2023	410.00	424.00	410.00	422.15	422.15	30,197,475
Jan 23, 2023	407.00	410.95	405.00	408.40	408.40	13,113,183
Jan 20, 2023	404.00	412.50	401.20	403.15	403.15	23,906,114
Jan 19, 2023	406.50	407.80	400.10	400.75	400.75	13,126,520
Jan 18, 2023	415.90	415.95	407.45	408.40	408.40	13,310,316
Jan 17, 2023	413.00	419.45	412.50	415.30	415.30	12,337,969
Jan 16, 2023	413.50	414.90	407.60	413.00	413.00	11,462,140
Jan 13, 2023	413.00	416.35	408.00	411.50	411.50	10,449,630
Jan 12, 2023	420.30	420.50	410.05	412.25	412.25	12,479,034
Jan 11, 2023	415.75	420.00	413.55	418.20	418.20	22,224,361
Jan 10, 2023	400.00	417.75	400.00	412.90	412.90	54,021,379
Jan 09, 2023	386.35	392.70	385.00	389.45	389.45	14,693,099
Jan 06, 2023	386.10	388.40	381.00	382.00	382.00	8,715,469
Jan 05, 2023	387.90	388.75	382.50	386.90	386.90	10,443,908
Jan 04, 2023	394.80	394.80	385.00	385.60	385.60	16,121,049
Jan 03, 2023	396.00	398.35	393.00	393.90	393.90	9,431,220
Jan 02, 2023	392.50	396.00	391.00	394.80	394.80	10,501,357
Dec 30, 2022	391.00	392.20	387.00	387.95	387.95	9,198,673
Dec 29, 2022	389.00	390.00	383.05	385.90	385.90	15,627,403
Dec 28, 2022	394.00	395.90	390.40	391.30	391.30	8,443,917
Dec 27, 2022	390.00	397.45	388.50	394.15	394.15	14,372,461
Dec 26, 2022	380.25	390.70	375.20	384.80	384.80	16,979,026
Dec 23, 2022	390.00	390.00	377.00	378.35	378.35	19,902,886
Dec 22, 2022	404.10	404.70	390.20	394.45	394.45	14,908,929
Dec 21, 2022	412.60	414.40	401.00	402.60	402.60	11,606,059
Dec 20, 2022	418.00	418.00	408.00	410.50	410.50	12,341,042
Dec 19, 2022	421.90	422.85	415.50	418.00	418.00	9,809,103
Dec 16, 2022	417.35	427.80	413.10	421.60	421.60	50,949,198
Dec 15, 2022	418.85	422.80	415.70	416.70	416.70	7,542,601
Dec 14, 2022	420.55	421.35	417.35	417.90	417.90	6,314,883
Dec 13, 2022	419.95	421.50	417.25	418.50	418.50	9,717,894
Dec 12, 2022	412.00	416.90	408.00	414.15	414.15	8,009,229
Dec 09, 2022	419.30	420.95	409.55	413.30	413.30	9,920,219
Dec 08, 2022	421.00	421.40	415.35	417.20	417.20	9,539,923
Dec 07, 2022	428.00	428.00	419.10	420.10	420.10	12,133,315
Dec 06, 2022	428.80	431.35	425.35	427.10	427.10	8,461,831
Dec 05, 2022	435.50	437.50	427.80	428.75	428.75	12,857,807
Dec 02, 2022	439.00	441.15	435.00	435.40	435.40	8,352,658
Dec 01, 2022	443.00	443.60	436.85	438.25	438.25	8,909,310
Nov 30, 2022	435.00	441.00	433.30	439.40	439.40	14,727,892
Nov 29, 2022	432.50	437.90	429.55	433.15	433.15	8,630,105
Nov 28, 2022	435.00	440.35	432.40	433.25	433.25	10,701,208
Nov 25, 2022	425.00	435.15	424.00	433.20	433.20	18,764,073
Nov 24, 2022	424.50	425.25	420.70	423.40	423.40	6,768,613
Nov 23, 2022	426.85	429.30	422.85	424.05	424.05	6,568,241
Nov 22, 2022	421.00	426.40	420.50	424.70	424.70	6,407,614
Nov 21, 2022	425.60	427.60	420.00	421.10	421.10	9,497,812
Nov 18, 2022	424.00	426.45	421.15	423.80	423.80	9,851,962
Nov 17, 2022	422.00	427.55	419.60	423.15	423.15	15,621,809
Nov 16, 2022	436.95	438.20	429.60	431.55	431.55	8,206,169
Nov 15, 2022	434.90	438.50	434.10	437.15	437.15	10,696,024
Nov 14, 2022	424.00	437.70	423.50	433.70	433.70	17,996,083
Nov 11, 2022	420.00	425.50	414.70	423.50	423.50	19,296,401
Nov 10, 2022	420.50	420.55	409.20	412.20	412.20	26,251,660
Nov 09, 2022	439.20	441.20	432.00	433.15	433.15	14,471,443
Nov 07, 2022	428.25	437.50	428.25	435.00	435.00	15,058,076
Nov 04, 2022	418.20	426.00	416.90	425.35	425.35	12,277,023
Nov 03, 2022	419.40	423.30	414.50	416.25	416.25	10,987,519
Nov 02, 2022	423.05	425.10	420.15	422.15	422.15	12,433,578
Nov 01, 2022	414.90	422.40	412.80	421.35	421.35	17,324,893
Oct 31, 2022	414.35	416.30	411.60	412.75	412.75	9,928,218
Oct 28, 2022	408.00	411.20	406.10	409.90	409.90	12,488,938
Oct 27, 2022	408.55	411.70	404.00	407.70	407.70	14,614,841
Oct 25, 2022	404.35	410.50	403.20	404.55	404.55	17,979,661
Oct 24, 2022	406.00	406.00	400.15	401.60	401.60	2,871,205
Oct 21, 2022	397.00	402.25	394.70	398.05	398.05	10,279,618
Oct 20, 2022	397.00	399.90	393.10	398.10	398.10	10,747,183
Oct 19, 2022	406.20	406.95	397.30	399.05	399.05	8,648,435
Oct 18, 2022	401.00	406.70	400.70	404.25	404.25	14,215,544
Oct 17, 2022	394.00	398.90	392.50	396.10	396.10	9,543,556
Oct 14, 2022	407.00	409.20	395.30	396.25	396.25	12,875,470
Oct 13, 2022	396.55	403.50	394.55	399.00	399.00	12,584,114
Oct 12, 2022	394.55	398.20	391.10	396.55	396.55	14,287,344
Oct 11, 2022	397.00	399.50	391.30	393.35	393.35	14,641,301
Oct 10, 2022	403.40	403.40	393.05	395.95	395.95	32,914,630
Oct 07, 2022	413.40	414.00	408.70	412.15	412.15	10,670,854
Oct 06, 2022	409.60	417.65	409.50	414.10	414.10	12,771,199
Oct 04, 2022	406.00	408.95	402.90	407.90	407.90	12,761,425
Oct 03, 2022	405.50	406.55	395.50	397.65	397.65	20,332,430
Sep 30, 2022	398.00	408.25	392.50	404.60	404.60	20,951,277
Sep 29, 2022	411.00	413.25	399.60	402.25	402.25	20,725,995
Sep 28, 2022	394.90	406.60	392.85	399.10	399.10	18,114,880
Sep 27, 2022	403.90	404.00	390.35	398.80	398.80	21,932,747
Sep 26, 2022	416.00	417.90	393.15	397.50	397.50	33,230,938
Sep 23, 2022	431.90	431.90	420.55	423.10	423.10	13,441,609
Sep 22, 2022	425.00	434.60	422.55	432.20	432.20	13,600,786
Sep 21, 2022	433.95	436.00	425.50	427.65	427.65	10,831,068
Sep 20, 2022	430.60	443.35	430.60	434.25	434.25	17,557,661
Sep 19, 2022	431.50	431.60	424.05	425.45	425.45	15,236,142
Sep 16, 2022	446.00	446.40	429.10	432.50	432.50	20,992,324
Sep 15, 2022	452.40	455.85	446.05	447.25	447.25	10,356,713
Sep 14, 2022	447.60	454.70	447.00	450.20	450.20	10,360,461
Sep 13, 2022	454.30	458.95	453.55	456.80	456.80	10,661,280
Sep 12, 2022	447.70	453.00	447.00	451.00	451.00	8,962,633
Sep 09, 2022	447.50	449.65	440.60	445.90	445.90	14,294,289
Sep 08, 2022	452.45	452.55	440.00	442.20	442.20	19,336,014
Sep 07, 2022	453.20	456.50	443.65	445.85	445.85	20,764,508
Sep 06, 2022	462.70	463.70	456.60	457.75	457.75	9,805,875
Sep 05, 2022	459.75	463.95	457.00	459.00	459.00	9,378,108
Sep 02, 2022	470.85	471.80	460.15	461.75	461.75	10,806,707
Sep 01, 2022	462.50	474.40	462.15	466.90	466.90	13,385,159
Aug 30, 2022	458.65	472.40	457.10	471.10	471.10	14,421,066
Aug 29, 2022	451.00	456.90	450.15	453.35	453.35	11,647,725
Aug 26, 2022	465.00	470.45	463.95	465.05	465.05	11,252,560
Aug 25, 2022	466.00	468.80	457.40	459.20	459.20	11,255,809
Aug 24, 2022	459.00	464.90	457.70	463.20	463.20	12,214,113
Aug 23, 2022	449.00	462.10	447.60	460.45	460.45	17,779,238
Aug 22, 2022	468.50	468.95	452.55	454.60	454.60	15,050,653
Aug 19, 2022	486.75	488.10	468.10	471.00	471.00	16,636,593
Aug 18, 2022	484.00	486.80	479.25	484.80	484.80	12,070,974
Aug 17, 2022	490.90	494.40	484.20	485.40	485.40	15,948,755
Aug 16, 2022	479.60	491.40	478.20	489.85	489.85	16,796,376
Aug 12, 2022	475.75	481.45	470.00	477.55	477.55	13,482,890
Aug 11, 2022	482.55	485.00	475.60	476.65	476.65	12,777,503
Aug 10, 2022	470.00	477.20	463.35	475.55	475.55	13,360,759
Aug 08, 2022	466.00	471.90	464.45	468.25	468.25	10,561,754
Aug 05, 2022	468.90	472.90	464.00	465.25	465.25	11,917,799
Aug 04, 2022	473.15	473.95	456.45	468.90	468.90	18,540,405
Aug 03, 2022	475.00	476.25	459.60	467.80	467.80	19,125,906
Aug 02, 2022	478.90	479.90	469.25	476.25	476.25	19,065,689
Aug 01, 2022	451.95	481.00	451.05	479.20	479.20	43,084,536
Jul 29, 2022	445.15	452.70	445.15	449.60	449.60	16,004,096
Jul 28, 2022	440.25	449.25	427.40	442.25	442.25	36,380,444
Jul 27, 2022	441.15	445.00	436.10	444.05	444.05	10,081,023
Jul 26, 2022	448.70	448.70	439.75	441.15	441.15	11,563,528
Jul 25, 2022	456.00	457.60	446.30	449.55	449.55	12,505,062
Jul 22, 2022	456.60	459.95	452.30	454.90	454.90	10,340,910
Jul 21, 2022	452.95	455.50	450.10	454.85	454.85	10,931,800
Jul 20, 2022	454.35	460.75	451.75	453.45	453.45	17,154,184
Jul 19, 2022	446.75	451.85	444.45	449.05	449.05	11,553,440
Jul 18, 2022	443.95	453.80	443.20	450.90	450.90	21,185,764
Jul 15, 2022	430.65	441.75	429.70	440.20	440.20	15,774,084
Jul 14, 2022	428.00	431.25	423.30	428.05	428.05	10,744,547
Jul 13, 2022	432.70	435.85	425.65	427.10	427.10	10,181,698
Jul 12, 2022	433.00	435.00	428.15	430.55	430.55	9,518,822
Jul 11, 2022	438.05	441.20	433.45	437.05	437.05	12,619,654
Jul 08, 2022	436.25	443.85	429.30	441.55	441.55	23,730,027
Jul 07, 2022	419.90	432.95	419.30	430.85	430.85	17,616,800
Jul 06, 2022	414.00	417.30	410.65	416.35	416.35	12,196,920
Jul 05, 2022	415.00	418.80	410.20	412.00	412.00	16,771,012
Jul 04, 2022	411.55	414.90	405.00	408.45	408.45	11,525,133
Jul 01, 2022	410.65	414.60	402.30	412.70	412.70	14,725,989
Jun 30, 2022	418.30	424.00	410.00	411.80	411.80	20,121,916
Jun 29, 2022	412.05	419.90	411.55	416.95	416.95	13,104,313
Jun 28, 2022	411.30	418.20	409.15	417.10	417.10	13,238,339
Jun 27, 2022	417.55	419.45	412.35	414.50	414.50	12,018,949
Jun 24, 2022	410.00	412.85	406.15	409.30	409.30	14,806,456
Jun 23, 2022	396.30	409.90	394.55	407.20	407.20	26,514,004
Jun 22, 2022	396.40	397.00	390.50	393.10	393.10	12,426,604
Jun 21, 2022	389.00	399.00	387.00	397.60	397.60	14,743,366
Jun 20, 2022	390.55	392.95	376.65	382.70	382.70	17,049,013
Jun 17, 2022	387.95	394.45	382.65	388.95	388.95	24,824,899
Jun 16, 2022	420.00	420.90	390.10	392.95	392.95	22,261,032
Jun 15, 2022	410.00	416.40	407.45	414.10	414.10	15,192,826
Jun 14, 2022	403.00	411.85	397.70	405.15	405.15	19,626,627
Jun 13, 2022	414.90	418.15	405.60	406.70	406.70	17,442,641
Jun 10, 2022	423.00	428.85	422.00	428.05	428.05	11,914,234
Jun 09, 2022	431.90	435.65	426.10	428.50	428.50	13,043,367
Jun 08, 2022	438.70	440.40	432.00	435.65	435.65	12,844,475
Jun 07, 2022	432.50	438.20	429.10	435.85	435.85	11,153,869
Jun 06, 2022	427.90	433.95	424.60	432.35	432.35	11,896,105
Jun 03, 2022	444.90	445.05	430.50	431.90	431.90	12,780,122
Jun 02, 2022	445.00	445.60	435.65	439.15	439.15	12,742,438
Jun 01, 2022	445.10	446.00	439.60	444.60	444.60	11,930,669
May 31, 2022	443.95	449.50	440.40	443.55	443.55	22,308,219
May 30, 2022	437.00	445.20	436.00	442.40	442.40	18,500,266
May 27, 2022	426.05	433.25	425.20	429.60	429.60	16,867,431
May 26, 2022	422.00	422.65	405.00	420.65	420.65	17,712,299
May 25, 2022	428.45	429.00	413.45	417.00	417.00	13,540,006
May 24, 2022	423.90	427.50	416.00	425.75	425.75	14,525,617
May 23, 2022	421.65	431.15	419.55	421.45	421.45	16,345,308
May 20, 2022	410.00	421.40	410.00	418.00	418.00	23,504,236
May 19, 2022	400.00	406.80	396.20	398.65	398.65	17,706,724
May 18, 2022	424.00	427.35	414.05	415.15	415.15	20,490,516
May 17, 2022	408.40	425.65	405.00	424.15	424.15	24,651,585
May 16, 2022	411.90	411.90	396.25	405.35	405.35	24,938,704
May 13, 2022	387.00	419.35	387.00	404.30	404.30	71,425,747
May 12, 2022	382.00	384.65	366.20	372.30	372.30	33,511,538
May 11, 2022	396.00	397.00	377.55	388.15	388.15	29,215,175
May 10, 2022	400.00	408.50	389.60	391.75	391.75	16,540,303
May 09, 2022	407.15	407.40	395.00	403.95	403.95	18,076,956
May 06, 2022	418.85	420.20	407.00	408.55	408.55	25,142,225
May 05, 2022	429.00	434.00	423.70	426.30	426.30	12,240,729
May 04, 2022	437.95	440.60	420.70	423.50	423.50	14,934,742
May 02, 2022	437.95	442.95	428.50	432.85	432.85	18,945,234
Apr 29, 2022	440.20	447.75	436.00	437.60	437.60	21,991,752
Apr 28, 2022	434.80	439.20	430.80	436.05	436.05	13,875,650
